,Unnamed: 0,datetime,Unnamed: 0.1,Unnamed: 0.1.1,temp,ws,wdir,katabaticity,ws_model,wdir_model,temp_model
170,2,170,41609.862962962965,41900.03333333333,5.732869674185464,3.398471177944862,232.6931453634085,-0.163197265922344,0.8633671533921081,220.54722351473737,14.563232004722012
171,3,171,41615.862962962965,41906.03333333333,5.046328320802004,3.3130075187969923,231.0874686716792,-0.1208849870971109,0.7403373841310592,211.0679904750947,13.72049343776757
172,4,172,41621.862962962965,41912.03333333333,4.678370927318296,3.1128195488721806,227.7174060150376,-0.0923342992093188,0.6542280632367022,204.1520978765248,12.888906845731048
173,5,173,41627.862962962965,41918.03333333333,4.516065162907268,3.034573934837093,227.1706140350877,-0.0581910987820933,0.5912485399126105,185.27094961731743,12.124538870390747
174,6,174,41633.862962962965,41924.03333333333,4.351015037593985,2.9459649122807017,224.765664160401,-0.0389774213430942,0.5574393367103246,172.61997916283173,11.30003249689753
175,7,175,41883.92537313433,42176.80597014925,4.135242424242424,2.822848484848485,226.79928787878788,-0.0456140683124035,0.5283465311363309,168.68684636856867,10.627899922921422
176,8,176,41889.42537313433,42182.30597014925,3.9727272727272727,2.7619949494949494,225.92044191919192,-0.083354270380011,0.5123338545414582,155.85222541812237,9.8611854172987
177,9,177,41895.42537313433,42188.30597014925,3.7541414141414142,2.846388888888889,227.57348484848487,-0.0904641218198747,0.5037348759369844,150.39042701753877,9.126459511956362
178,10,178,41901.42537313433,42194.30597014925,3.651704545454545,2.672184343434344,224.27713383838383,-0.0635001947992277,0.5004183860433814,144.09175020626847,8.451335934487398
179,11,179,41907.42537313433,42200.30597014925,3.5199621212121213,2.745037878787879,220.8107575757576,-0.0534875433283427,0.498855629405401,140.65217827620938,7.823275096291224
180,12,180,41913.42537313433,42206.30597014925,3.36594696969697,2.7900631313131314,218.8485101010101,-0.0321325159689453,0.4992820055400304,135.12270924567235,7.278404754808885
181,13,181,41919.42537313433,42212.30597014925,3.671805555555556,2.755416666666667,220.40330808080807,-0.0045192773804515,0.5004508642986044,133.42722031265097,6.844476528408147
182,14,182,41925.42537313433,42218.30597014925,4.222083333333333,2.773838383838384,211.52852272727276,-0.0274126705958369,0.4860810046269345,134.01072014780289,7.088982755866328
183,15,183,41931.42537313433,42224.30597014925,4.788345959595959,2.611111111111111,200.8574116161616,-0.0131956070094214,0.5266931229732252,148.44104005972292,8.476652980295967
184,16,184,41937.42537313433,42230.30597014925,5.321111111111111,2.632689393939394,200.57489898989897,0.0066861295208399,0.6254620966248444,169.35153601286635,10.46892599504326
185,17,185,41943.42537313433,42236.30597014925,5.724949494949495,2.67885101010101,199.9450505050505,-0.0253906768439719,0.7494543339276112,188.682426389162,12.16453739880692
186,18,186,41949.42537313433,42242.30597014925,6.183117048346056,2.63235368956743,198.11213740458012,-0.0928324942841677,0.8730348283521115,200.2742693106049,13.506611599957823
187,19,187,41955.42537313433,42248.30597014925,6.492929292929293,2.633977272727273,207.1212373737374,-0.1767678580695942,0.9659712227307922,210.67916223859325,14.261892685574797
188,20,188,41961.42537313433,42254.30597014925,6.6228661616161615,2.8197601010101008,214.2255808080808,-0.2393426590145268,1.0700759128361734,215.44947346858487,15.08542235614971
189,21,189,41967.42537313433,42260.30597014925,6.6929040404040405,2.987739898989899,220.9893181818182,-0.2173397007878891,1.1537705924111312,221.872194982114,15.685797853417732
190,22,190,41973.42537313433,42266.30597014925,6.681390977443609,3.1510902255639097,221.9667042606516,-0.2116116167749758,1.2185619659166955,222.57085084088587,15.988542572566146
191,23,191,41979.42537313433,42272.30597014925,6.645739348370928,3.329185463659148,229.5232330827068,-0.2235991824662,1.2338568740233709,224.24382694449247,15.965143453569308
192,0,192,41597.862962962965,41888.03333333333,6.599122807017544,3.5206766917293235,241.67213032581452,-0.2161597474351818,1.1777458957861302,227.05534740092895,15.801728515982436
193,1,193,41603.862962962965,41894.03333333333,6.384837092731829,3.4716917293233083,239.22399749373437,-0.1833822271828075,1.0276340851726715,223.6568493921521,15.306948847279768
194,2,194,41609.862962962965,41900.03333333333,5.732869674185464,3.398471177944862,232.6931453634085,-0.163197265922344,0.8633671533921081,220.54722351473737,14.563232004722012
195,3,195,41615.862962962965,41906.03333333333,5.046328320802004,3.3130075187969923,231.0874686716792,-0.1208849870971109,0.7403373841310592,211.0679904750947,13.72049343776757
196,4,196,41621.862962962965,41912.03333333333,4.678370927318296,3.1128195488721806,227.7174060150376,-0.0923342992093188,0.6542280632367022,204.1520978765248,12.888906845731048
197,5,197,41627.862962962965,41918.03333333333,4.516065162907268,3.034573934837093,227.1706140350877,-0.0581910987820933,0.5912485399126105,185.27094961731743,12.124538870390747
198,6,198,41633.862962962965,41924.03333333333,4.351015037593985,2.9459649122807017,224.765664160401,-0.0389774213430942,0.5574393367103246,172.61997916283173,11.30003249689753
199,7,199,41883.92537313433,42176.80597014925,4.135242424242424,2.822848484848485,226.79928787878788,-0.0456140683124035,0.5283465311363309,168.68684636856867,10.627899922921422
200,8,200,41889.42537313433,42182.30597014925,3.9727272727272727,2.7619949494949494,225.92044191919192,-0.083354270380011,0.5123338545414582,155.85222541812237,9.8611854172987
201,9,201,41895.42537313433,42188.30597014925,3.7541414141414142,2.846388888888889,227.57348484848487,-0.0904641218198747,0.5037348759369844,150.39042701753877,9.126459511956362
202,10,202,41901.42537313433,42194.30597014925,3.651704545454545,2.672184343434344,224.27713383838383,-0.0635001947992277,0.5004183860433814,144.09175020626847,8.451335934487398
203,11,203,41907.42537313433,42200.30597014925,3.5199621212121213,2.745037878787879,220.8107575757576,-0.0534875433283427,0.498855629405401,140.65217827620938,7.823275096291224
204,12,204,41913.42537313433,42206.30597014925,3.36594696969697,2.7900631313131314,218.8485101010101,-0.0321325159689453,0.4992820055400304,135.12270924567235,7.278404754808885
205,13,205,41919.42537313433,42212.30597014925,3.671805555555556,2.755416666666667,220.40330808080807,-0.0045192773804515,0.5004508642986044,133.42722031265097,6.844476528408147
206,14,206,41925.42537313433,42218.30597014925,4.222083333333333,2.773838383838384,211.52852272727276,-0.0274126705958369,0.4860810046269345,134.01072014780289,7.088982755866328
207,15,207,41931.42537313433,42224.30597014925,4.788345959595959,2.611111111111111,200.8574116161616,-0.0131956070094214,0.5266931229732252,148.44104005972292,8.476652980295967
208,16,208,41937.42537313433,42230.30597014925,5.321111111111111,2.632689393939394,200.57489898989897,0.0066861295208399,0.6254620966248444,169.35153601286635,10.46892599504326
209,17,209,41943.42537313433,42236.30597014925,5.724949494949495,2.67885101010101,199.9450505050505,-0.0253906768439719,0.7494543339276112,188.682426389162,12.16453739880692
210,18,210,41949.42537313433,42242.30597014925,6.183117048346056,2.63235368956743,198.11213740458012,-0.0928324942841677,0.8730348283521115,200.2742693106049,13.506611599957823
211,19,211,41955.42537313433,42248.30597014925,6.492929292929293,2.633977272727273,207.1212373737374,-0.1767678580695942,0.9659712227307922,210.67916223859325,14.261892685574797
212,20,212,41961.42537313433,42254.30597014925,6.6228661616161615,2.8197601010101008,214.2255808080808,-0.2393426590145268,1.0700759128361734,215.44947346858487,15.08542235614971
213,21,213,41967.42537313433,42260.30597014925,6.6929040404040405,2.987739898989899,220.9893181818182,-0.2173397007878891,1.1537705924111312,221.872194982114,15.685797853417732
214,22,214,41973.42537313433,42266.30597014925,6.681390977443609,3.1510902255639097,221.9667042606516,-0.2116116167749758,1.2185619659166955,222.57085084088587,15.988542572566146
215,23,215,41979.42537313433,42272.30597014925,6.645739348370928,3.329185463659148,229.5232330827068,-0.2235991824662,1.2338568740233709,224.24382694449247,15.965143453569308
216,0,216,41597.862962962965,41888.03333333333,6.599122807017544,3.5206766917293235,241.67213032581452,-0.2161597474351818,1.1777458957861302,227.05534740092895,15.801728515982436
217,1,217,41603.862962962965,41894.03333333333,6.384837092731829,3.4716917293233083,239.22399749373437,-0.1833822271828075,1.0276340851726715,223.6568493921521,15.306948847279768
218,2,218,41609.862962962965,41900.03333333333,5.732869674185464,3.398471177944862,232.6931453634085,-0.163197265922344,0.8633671533921081,220.54722351473737,14.563232004722012
219,3,219,41615.862962962965,41906.03333333333,5.046328320802004,3.3130075187969923,231.0874686716792,-0.1208849870971109,0.7403373841310592,211.0679904750947,13.72049343776757
220,4,220,41621.862962962965,41912.03333333333,4.678370927318296,3.1128195488721806,227.7174060150376,-0.0923342992093188,0.6542280632367022,204.1520978765248,12.888906845731048
221,5,221,41627.862962962965,41918.03333333333,4.516065162907268,3.034573934837093,227.1706140350877,-0.0581910987820933,0.5912485399126105,185.27094961731743,12.124538870390747
222,6,222,41633.862962962965,41924.03333333333,4.351015037593985,2.9459649122807017,224.765664160401,-0.0389774213430942,0.5574393367103246,172.61997916283173,11.30003249689753
223,7,223,41883.92537313433,42176.80597014925,4.135242424242424,2.822848484848485,226.79928787878788,-0.0456140683124035,0.5283465311363309,168.68684636856867,10.627899922921422
224,8,224,41889.42537313433,42182.30597014925,3.9727272727272727,2.7619949494949494,225.92044191919192,-0.083354270380011,0.5123338545414582,155.85222541812237,9.8611854172987
225,9,225,41895.42537313433,42188.30597014925,3.7541414141414142,2.846388888888889,227.57348484848487,-0.0904641218198747,0.5037348759369844,150.39042701753877,9.126459511956362
226,10,226,41901.42537313433,42194.30597014925,3.651704545454545,2.672184343434344,224.27713383838383,-0.0635001947992277,0.5004183860433814,144.09175020626847,8.451335934487398
227,11,227,41907.42537313433,42200.30597014925,3.5199621212121213,2.745037878787879,220.8107575757576,-0.0534875433283427,0.498855629405401,140.65217827620938,7.823275096291224
228,12,228,41913.42537313433,42206.30597014925,3.36594696969697,2.7900631313131314,218.8485101010101,-0.0321325159689453,0.4992820055400304,135.12270924567235,7.278404754808885
229,13,229,41919.42537313433,42212.30597014925,3.671805555555556,2.755416666666667,220.40330808080807,-0.0045192773804515,0.5004508642986044,133.42722031265097,6.844476528408147
230,14,230,41925.42537313433,42218.30597014925,4.222083333333333,2.773838383838384,211.52852272727276,-0.0274126705958369,0.4860810046269345,134.01072014780289,7.088982755866328
231,15,231,41931.42537313433,42224.30597014925,4.788345959595959,2.611111111111111,200.8574116161616,-0.0131956070094214,0.5266931229732252,148.44104005972292,8.476652980295967
232,16,232,41937.42537313433,42230.30597014925,5.321111111111111,2.632689393939394,200.57489898989897,0.0066861295208399,0.6254620966248444,169.35153601286635,10.46892599504326
233,17,233,41943.42537313433,42236.30597014925,5.724949494949495,2.67885101010101,199.9450505050505,-0.0253906768439719,0.7494543339276112,188.682426389162,12.16453739880692
234,18,234,41949.42537313433,42242.30597014925,6.183117048346056,2.63235368956743,198.11213740458012,-0.0928324942841677,0.8730348283521115,200.2742693106049,13.506611599957823
235,19,235,41955.42537313433,42248.30597014925,6.492929292929293,2.633977272727273,207.1212373737374,-0.1767678580695942,0.9659712227307922,210.67916223859325,14.261892685574797
236,20,236,41961.42537313433,42254.30597014925,6.6228661616161615,2.8197601010101008,214.2255808080808,-0.2393426590145268,1.0700759128361734,215.44947346858487,15.08542235614971
237,21,237,41967.42537313433,42260.30597014925,6.6929040404040405,2.987739898989899,220.9893181818182,-0.2173397007878891,1.1537705924111312,221.872194982114,15.685797853417732
238,22,238,41973.42537313433,42266.30597014925,6.681390977443609,3.1510902255639097,221.9667042606516,-0.2116116167749758,1.2185619659166955,222.57085084088587,15.988542572566146
239,23,239,41979.42537313433,42272.30597014925,6.645739348370928,3.329185463659148,229.5232330827068,-0.2235991824662,1.2338568740233709,224.24382694449247,15.965143453569308
